FID,Country,Observation,Evidence,Total_no,Location_Name,Description,Source,Contributor,Assessment_Year,WebLink,Lat,Long,Closest_Lat,Closest_Long,Combined_Lat,Combined_Long,Comments,Data_Sensitivity,Data Request Info
10928,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.404733,17.386683, , ,-22.404733,17.386683,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10929,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.353567,17.395617, , ,-22.353567,17.395617,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10930,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.246067,17.384233, , ,-22.246067,17.384233,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10931,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.240617,17.299917, , ,-22.240617,17.299917,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10932,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.290717,17.2844, , ,-22.290717,17.2844,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10933,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.317733,17.28225, , ,-22.317733,17.28225,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10934,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3519,17.332617, , ,-22.3519,17.332617,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10935,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.396767,17.29135, , ,-22.396767,17.29135,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10936,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.43505,17.239683, , ,-22.43505,17.239683,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10937,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.45695,17.235267, , ,-22.45695,17.235267,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10938,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.462817,17.227683, , ,-22.462817,17.227683,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10939,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.460467,17.228733, , ,-22.460467,17.228733,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10940,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.422917,17.258917, , ,-22.422917,17.258917,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10941,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.408133,17.356367, , ,-22.408133,17.356367,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10942,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.38635,17.3804, , ,-22.38635,17.3804,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10943,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.416467,17.37835, , ,-22.416467,17.37835,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10944,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3817,17.392267, , ,-22.3817,17.392267,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10945,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.386317,17.380417, , ,-22.386317,17.380417,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10946,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.341367,17.328667, , ,-22.341367,17.328667,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10947,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3348,17.322917, , ,-22.3348,17.322917,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10948,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.404067,17.382567, , ,-22.404067,17.382567,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10949,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.406067,17.386667, , ,-22.406067,17.386667,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10950,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.351967,17.332567, , ,-22.351967,17.332567,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10951,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.353633,17.335833, , ,-22.353633,17.335833,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10952,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.323517,17.354717, , ,-22.323517,17.354717,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10953,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.321017,17.312517, , ,-22.321017,17.312517,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10954,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.334133,17.298233, , ,-22.334133,17.298233,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10955,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.334133,17.298233, , ,-22.334133,17.298233,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10956,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.45625,17.2365, , ,-22.45625,17.2365,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10957,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.44235,17.240717, , ,-22.44235,17.240717,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10958,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.360117,17.29795, , ,-22.360117,17.29795,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10959,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.355433,17.330683, , ,-22.355433,17.330683,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10960,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.355083,17.32855, , ,-22.355083,17.32855,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10961,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3551,17.328567, , ,-22.3551,17.328567,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10962,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.381783,17.3727, , ,-22.381783,17.3727,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10963,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.390817,17.397367, , ,-22.390817,17.397367,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10964,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.280817,17.295233, , ,-22.280817,17.295233,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10965,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.263817,17.25975, , ,-22.263817,17.25975,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10966,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.26375,17.259767, , ,-22.26375,17.259767,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10967,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.217383,17.20065, , ,-22.217383,17.20065,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10968,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.217217,17.197717, , ,-22.217217,17.197717,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10969,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.238367,17.195867, , ,-22.238367,17.195867,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10970,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.2508,17.193617, , ,-22.2508,17.193617,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10971,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.271767,17.1896, , ,-22.271767,17.1896,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10972,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.329917,17.237717, , ,-22.329917,17.237717,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10973,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.385083,17.370583, , ,-22.385083,17.370583,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10974,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.342833,17.392867, , ,-22.342833,17.392867,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10975,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.2384,17.381667, , ,-22.2384,17.381667,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10976,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.167717,17.311417, , ,-22.167717,17.311417,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10977,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.141383,17.256567, , ,-22.141383,17.256567,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10978,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.161317,17.2198, , ,-22.161317,17.2198,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10979,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.1861,17.210017, , ,-22.1861,17.210017,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10980,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.263467,17.266367, , ,-22.263467,17.266367,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10981,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.273767,17.2695, , ,-22.273767,17.2695,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10982,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.27995,17.262883, , ,-22.27995,17.262883,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10983,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.299617,17.267517, , ,-22.299617,17.267517,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10984,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.30745,17.284017, , ,-22.30745,17.284017,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10985,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3149,17.303983, , ,-22.3149,17.303983,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10986,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.317383,17.318733, , ,-22.317383,17.318733,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10987,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.312417,17.28375, , ,-22.312417,17.28375,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10988,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.352883,17.311133, , ,-22.352883,17.311133,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10989,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.452767,17.2354, , ,-22.452767,17.2354,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10990,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.45165,17.237883, , ,-22.45165,17.237883,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10991,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.454383,17.243517, , ,-22.454383,17.243517,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10992,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.4238,17.258617, , ,-22.4238,17.258617,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10993,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.40115,17.248317, , ,-22.40115,17.248317,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10994,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.358167,17.322267, , ,-22.358167,17.322267,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10995,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.49565,17.364283, , ,-22.49565,17.364283,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10996,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.6468,17.255467, , ,-22.6468,17.255467,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10997,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.651167,17.2531, , ,-22.651167,17.2531,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10998,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.691333,17.243383, , ,-22.691333,17.243383,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
10999,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.698317,17.232233, , ,-22.698317,17.232233,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11000,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.729867,17.221583, , ,-22.729867,17.221583,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11001,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.71325,17.209283, , ,-22.71325,17.209283,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11002,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.724533,17.23435, , ,-22.724533,17.23435,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11003,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.79095,17.264667, , ,-22.79095,17.264667,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11004,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.724083,17.21485, , ,-22.724083,17.21485,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11005,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.715167,17.234317, , ,-22.715167,17.234317,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11006,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.695267,17.22345, , ,-22.695267,17.22345,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11007,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.712467,17.243783, , ,-22.712467,17.243783,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11008,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.660917,17.227633, , ,-22.660917,17.227633,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11009,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.652967,17.245017, , ,-22.652967,17.245017,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11010,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.710083,17.248283, , ,-22.710083,17.248283,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11011,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.727517,17.211183, , ,-22.727517,17.211183,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11012,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.767317,17.17495, , ,-22.767317,17.17495,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11013,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.744617,17.151767, , ,-22.744617,17.151767,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11014,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.692417,17.2016, , ,-22.692417,17.2016,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11015,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.674767,17.2426, , ,-22.674767,17.2426,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11016,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.664783,17.253883, , ,-22.664783,17.253883,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11017,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.655417,17.274317, , ,-22.655417,17.274317,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11018,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.57825,17.26175, , ,-22.57825,17.26175,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11019,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.493867,17.190417, , ,-22.493867,17.190417,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11020,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.583683,17.219167, , ,-22.583683,17.219167,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11021,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.638617,17.268383, , ,-22.638617,17.268383,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11022,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.701767,17.239983, , ,-22.701767,17.239983,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11023,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.7024,17.238283, , ,-22.7024,17.238283,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11024,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.698483,17.278683, , ,-22.698483,17.278683,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11025,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.705983,17.2586, , ,-22.705983,17.2586,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11026,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.811867,17.276817, , ,-22.811867,17.276817,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11027,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.740517,17.2497, , ,-22.740517,17.2497,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11028,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.713517,17.249283, , ,-22.713517,17.249283,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11029,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.699367,17.240517, , ,-22.699367,17.240517,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11030,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.701133,17.2266, , ,-22.701133,17.2266,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11031,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.60035,17.302717, , ,-22.60035,17.302717,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11032,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.588617,17.217217, , ,-22.588617,17.217217,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11033,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.592933,17.241667, , ,-22.592933,17.241667,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11034,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.5127,17.213383, , ,-22.5127,17.213383,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11035,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.437183,17.23645, , ,-22.437183,17.23645,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11036,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.37125,17.3392, , ,-22.37125,17.3392,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
